title,status,url,latitude,longitude,solicitation,subprogram,name,project_lead,funding_awarded,state,start_date,brief_description,principal_investigator,other_partners,topic_area,end_date,project_identifier,solicitation_url
"Decarbonization of Building Materials: Rapid, Low Cost and Room Temperature Manufacturing of Next-Generation Cementitious Materials with ~97% Industrial Wastes ",Active,,37.713275,-122.16735,SBIR / STTR Phase I 2023,Energy- and Emissions-Intensive Industries,"Decarbonization of Building Materials: Rapid, Low Cost and Room Temperature Manufacturing of Next-Generation Cementitious Materials with ~97% Industrial Wastes ",C-Crete Technologies ,"$200,000 ",CA,7/10/2023,"This project will demonstrate a universal approach to turn various industrial wastes (slag, ash, etc.) to cementitious binders. Such an approach will utilize eco-friendly low-cost alternatives and industrial waste to produce materials that rival Ordinary Portland Cement in performance. This universal approach has the potential to produce multiple eco-friendly, low-carbon alternatives to carbon-intensive cement.  ","Savary, Rouzbeh",,Cement and Concrete,1/6/2024,,https://www.energy.gov/eere/iedo/articles/funding-selections-industrial-efficiency-and-decarbonization-small-business
Precious Metal Recovery and Recycling for Fuel Cells and Electrolyzers at End-of-Life ,Active,,38.806853,-77.056374,SBIR / STTR Phase I 2023,Cross-Sector Technologies,Precious Metal Recovery and Recycling for Fuel Cells and Electrolyzers at End-of-Life,FC Renew,"$200,000 ",VA,7/10/2023,"This project will develop a novel process to remove and recover platinum group metals (PGMs) from assembled end-of-life fuel cells that do not leach hazardous fluorinated substances into the environment to obtain high-yield recovery platinum. With a limited supply of PGMs, this project will support a more secure supply chain for key fuel cell technologies. ","Stuckey, Philip",,"Low-Carbon Fuels, Feedstocks, and Energy Sources",1/6/2024,,https://www.energy.gov/eere/iedo/articles/funding-selections-industrial-efficiency-and-decarbonization-small-business
Efficient Zero-Carbon Ammonia Production ,Active,,40.540952,-106.850132,SBIR / STTR Phase I 2023,Energy- and Emissions-Intensive Industries,Efficient Zero-Carbon Ammonia Production ,"Skyhaven Systems, LLC","$206,500 ",CO,7/10/2023,"This project will develop and demonstrate a new microchannel electrochemical reactor to economically produce ammonia. Ammonia, a high volume energy-and emissions- intensive chemical, accounts for 1.8% of global CO2 emissions. The project will produce an electrochemical reactor that feeds water and nitrogen to a multitude of micro-channel cells to drive the reaction with clean energy. The reactor design will increase the production rate of ammonia by overcoming equilibrium limitations in ammonia synthesis, producing a more energy efficient process.","Kimble, Michael",,Chemicals and Petrochemicals,1/6/2024,,https://www.energy.gov/eere/iedo/articles/funding-selections-industrial-efficiency-and-decarbonization-small-business
Strained Linear Ultra High Molecular Weight Polyethylene Heat Exchanger ,Active,,28.296697,-80.725043,SBIR / STTR Phase I 2023,Cross-Sector Technologies,Strained Linear Ultra High Molecular Weight Polyethylene Heat Exchanger ,Mainstream Engineering Corporation,"$199,807 ",FL,7/10/2023,"This project will demonstrate a polymer heat exchanger that has metal-like thermal conductivity using low-cost materials and conventional processing techniques to achieve a lighter, easier to install, and more cost-effective (45% reduction) unit than traditional metallic heat exchangers with similar performances. Heat exchangers are a key thermal management tool within industry—more cost-effective, easier-to-install heat exchangers can enable more efficient industrial operations.","Sykes, David",,Energy Efficiency Technologies,1/6/2024,,https://www.energy.gov/eere/iedo/articles/funding-selections-industrial-efficiency-and-decarbonization-small-business
High-efficiency Continuous Electrolysis of Iron Ore for Carbon-Emission-Free Iron Production,Active,,40.749441,-111.981537,SBIR / STTR Phase I 2023,Energy- and Emissions-Intensive Industries,,"Storagenergy Technologies, Inc. ","$200,000 ",UT,7/10/2023,"This project will develop a novel electrolysis process, called Electrolysis of Fe Ore in Acidic Media (EFOAM), to continuously convert Fe ore (Fe oxide) to Fe metal and oxygen at low temperatures (25-90 C). This project has the potential to electrify the iron and steel industry. ","Zhao, Feng",,Iron- and Steel manufacturing,1/6/2024,,https://www.energy.gov/eere/iedo/articles/funding-selections-industrial-efficiency-and-decarbonization-small-business
"Configurable Array of 3D-Printed Lubrication-Free Turbocompressors for High Temperature
Industrial Heat Pump Applications",Active,,42.718785,-73.82924,SBIR/STTR Phase I Fiscal Year 2022 ,Cross-Sector Technologies,"Configurable Array of 3D-Printed Lubrication-Free Turbocompressors for High Temperature
Industrial Heat Pump Applications","Mohawk Innovative Technology, Inc.","$199,983 ",NY,6/27/2022,"This novel modular industrial heat pump will supply inexpensive heat to industrial processes at temperatures up to 400°F (204°C), well above the 302°F (150°C) that current commercial systems can do. The cost of heat production by this modular IHP technology will be less than 50% of the cost of heat from combustion of natural gas, and its carbon footprint will be 38% lower.",Jose Cordova,,ADVANCED MANUFACTURING,6/27/2023,,https://www.energy.gov/eere/iedo/sbirsttr-fy-2022-phase-i-funding-opportunities
Emissions-free bio-ethanol production through an add-on electrochemical CO2-to-Ethanol carbon utilization technology,Active,,40.656391,-74.30483,SBIR/STTR Phase I Fiscal Year 2022 ,Cross-Sector Technologies,Emissions-free bio-ethanol production through an add-on electrochemical CO2-to-Ethanol carbon utilization technology,RenewCO2,"$200,000 ",NJ,6/27/2022,Carbon dioxide emissions utilization is critical for addressing climate change. This technology will convert carbon dioxide into ethanol using renewable electricity. The resulting carbon-negative fuel is a sustainable alternative for transportation that offsets carbon capture costs.,Karin Calvinho,,ADVANCED MANUFACTURING,6/27/2023,,https://www.energy.gov/eere/iedo/sbirsttr-fy-2022-phase-i-funding-opportunities
Integrated High Operating Temperature Heat Storage System for Process Waste Heat,Active,,40.074241,-76.314914,SBIR/STTR Phase I Fiscal Year 2022,Cross-Sector Technologies,Integrated High Operating Temperature Heat Storage System for Process Waste Heat,"Advanced Cooling Technologies, Inc.","$199,997 ", PA ,6/27/2022,"This SBIR Phase I proposal will develop a PCM-based thermal energy storage system to effectively extract and redistribute waste heat from high temperature material manufacturing processes using advanced heat pipes. Advanced Cooling Technologies, Inc. in partnership with Rutgers University will develop and characterize a High Operating Temperature Storage (HOTS) system and evaluate the best operating conditions for economic use.",Calin Tarau,,ADVANCED MANUFACTURING,6/27/2023,,https://www.energy.gov/eere/iedo/sbirsttr-fy-2022-phase-i-funding-opportunities
Integrating Combined Heat And Power Into Controlled Environment Agriculture,Active,,40.397648,-74.779412,SBIR/STTR Phase I Fiscal Year 2022,Cross-Sector Technologies,Integrating Combined Heat And Power Into Controlled Environment Agriculture,"AIL Research, Inc.","$198,701 ", NJ ,6/27/2022,"Controlled Environment Agriculture (CEA) must play a larger role in a sustainable future in which critical natural resources—land, water and energy—are much more limited. The proposed technology dramatically reduces energy costs for CEA grown crops by providing the critical resources of light, water, fertilizer (as CO2) and environmental control with a single, highly integrated system.",Andrew Lowenstein,,ADVANCED MANUFACTURING,6/27/2023,,https://www.energy.gov/eere/iedo/sbirsttr-fy-2022-phase-i-funding-opportunities
Modular Advanced Oxidation Unit for Water Recycling in Aquaculture and Other Industries,Active,,37.058141,-76.406646,SBIR/STTR Phase I Fiscal Year 2022,Cross-Sector Technologies,Modular Advanced Oxidation Unit for Water Recycling in Aquaculture and Other Industries,"Pancopia, Inc.","$200,000 ",VA,6/27/2022,"In the past 20 years, recirculating aquaculture systems have revolutionized the potential of the seafood industry by permitting fish to be raised anywhere, however, the technology used to purify this water is not sufficient to treat taste and odor compounds that accumulate in the recycling system costing producers millions each year. An effective, efficient, and low-cost advanced oxidation and filtration system will remove these difficult contaminants and allow the rapid expansion recirculation aquaculture industry nationally.",William Cumbie,,ADVANCED MANUFACTURING,6/27/2023,,https://www.energy.gov/eere/iedo/sbirsttr-fy-2022-phase-i-funding-opportunities
Potassium Exchanged FAU Zeolites For Improved Lactic To Acrylic Selectivity And Deactivation Rate For Decarbonization Of The Acrylic Acid Industry,Active,,42.056214,-87.692402,SBIR/STTR Phase I Fiscal Year 2022,Energy- and Emissions-Intensive Industries,Potassium Exchanged FAU Zeolites For Improved Lactic To Acrylic Selectivity And Deactivation Rate For Decarbonization Of The Acrylic Acid Industry,Lakril Technologies Corporation,"$206,500 ",IL,6/27/2022,"Acrylic acid and acrylate derivatives are widely used chemicals in today’s formulated products including latex paints, industrial coatings and superabsorbent polymers in diapers and detergents. This proposal helps decarbonize the acrylics industry and increase domestic manufacturing by advancing a sustainable, bio-based catalytic process producing a drop-in replacement with at least 35% CO2 reduction at cost parity to today’s petrochemicals.",Christopher Nicholas,,ADVANCED MANUFACTURING,6/27/2023,,https://www.energy.gov/eere/iedo/sbirsttr-fy-2022-phase-i-funding-opportunities
