Project_Title,Awardees,CID,SUBPROGRAM,SUBPROGRAM_NODE,Award_Type,FOA_NAME,FOA_Acronym,Status,Award_Start_Date,Award_End_Date,Total_Government_Share,Cost_Share,City,State,Zip_Code,Node,Latitude,Longitude,Principal_Investigator,Project_Description
Safeconnect Solar: Reducing Soft Costs Through Hardware innovation (Phase 2),Safeconnect Solar,EE0007199,Technology to Market,node/928446,Funding Opportunity,"SunShot Technology to Market: Incubator 10, SolarMat 3, SunPath 2",Incubator 10,Active,10/1/2015,10/1/2019,"$999,893 ","$252,009 ",Honolulu,HI,96814-3804,node/1382276,21.296698,-157.848036,Brian Cunningham,"SafeConnect Solar is commercializing electronic balance-of-system componentry that allows safer residential PV systems to be installed more quickly. In doing so, it dramatically lowers installation costs, making PV more cost-competitive with utility-provided electricity in existing markets and opening up new ones."
Wasatch Solar Challenge: Streamlining and Simplifying Solar,Salt Lake City Corporation,EE0005689,Soft Costs,node/791371,Funding Opportunity,Rooftop Solar Challenge,,Inactive,2/15/2012,2/14/2013,"$424,740 ","$87,365 ",Salt Lake City,UT,84114-5451,node/791726,40.75959,-111.88815,Vicki Bennett,"The Salt Lake City Corporation team will create model permitting tools and processes to implement in six jurisdictions. Among other key milestones, the team will expand and improve a one-stop-shop solar permitting, mapping, and information website."
Wasatch Solar Project,Salt Lake City Corporation,EE0006903,Soft Costs,node/791371,Funding Opportunity,Solar Market Pathways,Solar Market Pathways,Inactive,12/15/2014,6/30/2018,"$600,000 ","$164,645 ",Salt Lake City,UT,84114-5488,node/1429111,40.75959,-111.88815,Vicki Bennett,"Salt Lake City and its partners are developing a comprehensive, long-term solar deployment strategy, conducting an analysis of the value of rooftop solar, advancing a statewide solar financing program, and integrating solar in emergency preparedness planning. These program strategies ensure continued solar price reductions, increased market penetration, and improved market certainty for Utah's solar industry and consumers. The project will propel Utah's solar market toward a long-term goal of installing 1,075 megawatts of solar by 2024."
Rocky Mountain Solar Instructor Training Provider,Salt Lake Community College,EE0005677,Soft Costs,node/791371,Funding Opportunity,Solar Instructor Training Network,SITN,Inactive,9/1/2012,6/30/2015,"$1,300,000 ",,Salt Lake City,UT,84101-1000,node/791451,40.756393,-111.898592,Ralph Tasker,"The goal of this project is to continue the Solar Instructor Training Network program. Rocky Mountain covers the vast Western Plains, providing PV training equipment and instruction to PV trainers at community, tribal and technical colleges. RMSTP also trains county and city building code officials in solar inspection techniques. Participating institutions from states within the region will be selected through a competitive process. RMSTP provides train-the-trainer courses via mobile training vehicles, the Internet and hands-on workshops, based on Solar Energy International's nationally recognized solar photovoltaic curricula. States Served: Utah, Colorado, Wyoming, Nevada, Arizona, Alaska, Washington, Oregon, Montana, Idaho, North Dakota, South Dakota, Kansas, and Nebraska."
A Small Particle Solar Receiver for High Temperature Brayton Power Cycles,San Diego State University,EE0005800,Concentrating Solar Power,node/791104,Funding Opportunity,SunShot Concentrating Solar Power R&D,CSP SunShot R&D,Inactive,9/1/2012,8/31/2016,"$3,136,404 ","$838,600 ",San Diego,CA,92182-1930,node/790671,32.810253,-117.132358,Fletcher Miller,"San Diego State University (SDSU), under the 2012 SunShot Concentrating Solar Power (CSP) R&D funding opportunity announcement (FOA), is demonstrating a new receiver design that uses air as the heat-transfer fluid. The university's innovative small-particle heat-exchange receiver (SPHER) uses carbon particles to enhance performance and achieve higher thermal efficiency."
Vermont Regional Partnership Enabling the Use of Distributed Energy Resources,Sandia National Laboratories,AL85000/Lab29794,Systems Integration,node/791071,Lab Award,Grid Modernization Initiative Lab Call,GMLC-GM,Inactive,4/1/2016,9/30/2018,"$850,000 ",,Albuquerque,NM,87123,node/3192214,34.98,-106.52,Robert Broderick,"This project is analyzing distributed energy resource integration, control, validation of wind and solar prediction, and a techno-economic analysis of energy storage in Vermont to inform utilities seeking to meet the state's renewable energy goal."
Dish Stirling High Performance Thermal Storage,Sandia National Laboratories,Lab25836,Concentrating Solar Power,node/790241,Lab Award,CSP National Laboratory R&D,CSP 2012 Lab Call,Inactive,10/1/2012,9/30/2015,"$2,218,373 ",,Albuquerque,NM,87185,node/790786,34.98,-106.52,Chuck Andraka,"Sandia National Laboratories (SNL) is working with the National Renewable Energy Laboratory (NREL) and the University of Connecticut, under the National Laboratory R&D competitive funding opportunity, to demonstrate key thermal energy storage (TES) system components for dish Stirling power generation. Current dish Stirling systems do not feature TES, but have been identified as having a strong potential of meeting the SunShot cost goal of $0.06/kWh."
Core Facilities at the DOE National Solar Thermal Test Facility,Sandia National Laboratories,Lab25837,Concentrating Solar Power,node/790241,Lab Award,CSP National Laboratory R&D,CSP 2012 Lab Call,Inactive,10/1/2012,9/30/2015,"$2,250,000 ",,Albuquerque,NM,87185,node/790781,34.98,-106.52,Bill Kolb,"Sandia National Laboratories (SNL), under the National Laboratory R&D competitive funding opportunity, is developing, characterizing, and refining advanced solar-selective coatings with high solar-weighted absorptivity (a > 0.95) and low emittance (e < 0.40) for concentrating solar power (CSP) power tower receivers that can operate in air at temperatures = 650&deg;C without degradation for =10,000 cycles. These performance qualities are required for the next-generation receivers that must reach the SunShot Initiative's annual average thermal efficiency target of 90% and cost target of $150/kWth or less."
"Design of Social and Economic Incentives and Information Campaigns to Promote Solar Technology
Diffusion Through Data-Driven Behavior Modeling PI- Yevgeniy Vorobeychik",Sandia National Laboratories,Lab26153,Soft Costs,node/791371,Lab Award,Solar Energy Evolution and Diffusion Studies,SEEDS,Inactive,2/13/2013,3/31/2016,"$2,100,000 ",,Albuquerque,NM,87185,,34.98,-106.52,Kiran Lakkaraju,"The project team, including researchers from SNL, University of Pennsylvania, CCSE, Vanderbilt University, and NREL, will develop an approach for designing social and economic incentives to enhance solar diffusion. The team will integrate individual-level data about solar adoption patterns with data generated from lab and field experiments and surveys to construct an individual-level computational model to predict solar adoption. They will use this model to drive agent behavior in an agent-based simulation, with agents' interactions captured using social influence variables. The team will use the agent-based model to forecast adoption patterns in response to alternative policy interventions, and use computational optimization techniques to arrive at candidate policies."
Module Level Power Electronics Reliability and Accelerated Testing Standards,Sandia National Laboratories,Lab27378,Photovoltaics,node/790881,Funding Opportunity,Physics of Reliability: Evaluating Design Insights for Component Technologies in Solar,PREDICTS,Active,10/1/2013,9/30/2017,"$1,387,500 ",,Albuquerque,NM,87101,node/790816,35.072039,-106.646631,Jack Flicker,"SNL will conduct a comprehensive research and development program to create technically sound, vendor-neutral, and technology-neutral reliability standards for stand-alone and module-integrated PV microinverters and microconverters. The approach synthesizes domain expertise, failure mode and effects analysis, physics-of-failure determination, physical modeling, field stressor data, field reliability statistics, and accelerated laboratory testing to inform draft standards that will reduce technology risk and guide future product development."
"A New, Integrated Materials Platform to Improve Dye-Sensitized Solar Cells",Sandia National Laboratories,Lab28306,Photovoltaics,node/790881,Funding Opportunity,Next Generation Photovoltaic Technologies 3,NextGen 3,Inactive,10/1/2014,10/31/2017,"$1,354,245 ","$168,668 ",Livermore,CA,94551-0969,node/973816,37.681875,-121.768009,Mark Allendorf,"This project will develop novel absorbers and photovoltaic cell architectures that maximize the performance of single-junction dye-sensitized solar cells (DSSC). Sandia will develop a new materials construct, in which nanoporous Metal-Organic Frameworks (MOFs) and TiO2 architectures are combined with semiconductor interlayers and controlled interfaces formed by atomic layer deposition (ALD) methods to address key limitations of DSSCs. Issues to be addressed include increased light harvesting, energy losses at the working electrode, and charge recombination."
"Development of Tools, Training, and Outreach to Address Solar Glare and Flux-Related Avian Impacts",Sandia National Laboratories,Lab30126,Soft Costs,node/791371,Lab Award,SunShot National Laboratory Multiyear Partnership,SuNLaMP,Inactive,10/1/2009,6/30/2018,"$708,198 ",,Albuquerque,NM,87123,node/1969331,34.98,-106.52,Cliff Ho,"This project reduces soft costs associated with siting, permitting, environmental compliance, and operations and maintenance to address glare and flux-related avian hazards for concentrating solar power (CSP) plants. Enhancements, training, and technical assistance will be provided for the Solar Glare Hazard Analysis Tool (SGHAT), which determines when and where solar glare can occur throughout the year from a user-specified solar array as viewed from user-prescribed observation points. By addressing glare and avian issues, this project will allow for solar projects to be installed on or near airport property in compliance of federal regulations."
