Project_Title,Awardees,CID,SUBPROGRAM,SUBPROGRAM_NODE,Award_Type,FOA_NAME,FOA_Acronym,Status,Award_Start_Date,Award_End_Date,Total_Government_Share,Cost_Share,City,State,Zip_Code,Node,Latitude,Longitude,Principal_Investigator,Project_Description
Solution Processed PV Absorbers Based On Colloidal Nanocrystals Linked With Metal Chalcogenide Ligan,University of Chicago,DE-EE0005312,Photovoltaics,node/790881,Funding Opportunity,Next Generation Photovoltaic Technologies 2,NextGen 2,Inactive,9/1/2011,1/31/2016,"$900,000.00","$156,600 ",Chicago,IL,60637,node/790976,41.78051,-87.603826,Dmitri Talapir,"The goal of this project is to develop solution-processed, all-inorganic photovoltaic absorber layers composed of colloidal nanocrystals. They will be electronically coupled through novel molecular metal chalcogenide ligands, which provide band-like carrier transport while preserving quantum confinement effects. At the end of the project, the research team plans to deliver a 20%-efficient tandem cell composed of cadmium telluride (CdTe) nanocrystals for the top junction and lead sulfide (PbS) for bottom junction."
Tandem Multijunction Microwire Solar Cells for Flexible High Efficiency Low Costs Photovoltaics,California Institute of Technology,DE-EE0005311,Photovoltaics,node/790881,Funding Opportunity,Next Generation Photovoltaic Technologies 2,NextGen 2,Inactive,9/1/2011,10/31/2013,"$750,000 ",$0.00,Pasadena,CA,91125-0600,node/790976,34.16424,-118.083005,Harry Atwater,"The goal of this project is to develop a waferless, flexible, low-cost, tandem, multijunction, wire-array solar cell that combines the efficiency of wafered crystalline silicon (c-Si) technologies with the cost and simplicity of thin-film technologies. The approach synthesizes tandem solar cells by conformal epitaxial growth of III-V compound, semiconductor, wide-bandgap absorber layers to form dual-junction and triple-junction wire array tandem solar cells. Such high-efficiency multijunction wire arrays represent a transformational, and as-yet unrealized, opportunity for low-cost, high-efficiency photovoltaics."
Transforming Organic Photovoltaics into a Fully Practical Energy Solution,University of Michigan,DE-EE0005310,Photovoltaics,node/790881,Funding Opportunity,Next Generation Photovoltaic Technologies 2,NextGen 2,Inactive,9/1/2011,4/30/2016,"$1,500,000 ","$114,353 ",Ann Arbor,MI,48109,node/790976,42.305325,-83.669417,Stephen Forrest,"The goal of this project is to research ways to addresses efficiency, reliability, cost and scalability issues that must be resolved to transform organic photovoltaics into a competitively viable product. Small molecular-weight, organic nanocrystalline cells are stacked to form a high-efficiency tandem architecture. The research team is using low-cost, light in-coupling schemes to enhance efficiency, exploring liquid phase and organic vapor phase deposition, and subjecting prototype devices to reliability testing."
"A New, Integrated Materials Platform to Improve Dye-Sensitized Solar Cells",Sandia National Laboratories,Lab28306,Photovoltaics,node/790881,Funding Opportunity,Next Generation Photovoltaic Technologies 3,NextGen 3,Inactive,10/1/2014,10/31/2017,"$1,354,245 ","$168,668 ",Livermore,CA,94551-0969,node/973816,37.681875,-121.768009,Mark Allendorf,"This project will develop novel absorbers and photovoltaic cell architectures that maximize the performance of single-junction dye-sensitized solar cells (DSSC). Sandia will develop a new materials construct, in which nanoporous Metal-Organic Frameworks (MOFs) and TiO2 architectures are combined with semiconductor interlayers and controlled interfaces formed by atomic layer deposition (ALD) methods to address key limitations of DSSCs. Issues to be addressed include increased light harvesting, energy losses at the working electrode, and charge recombination."
Developing Efficient Perovskite and Silicon Tandem Devices,University of Nebraska-Lincoln,DE-EE0006709,Photovoltaics,node/790881,Funding Opportunity,Next Generation Photovoltaic Technologies 3,NextGen 3,Inactive,9/30/2014,9/30/2019,"$1,209,188.92","$133,617.08",Lincoln,NE,68588-0526,node/973816,40.818253,-96.695225,Jinsong Huang,"This project is developing tandem junction solar cells with organo-lead trihalide perovskites, using high-efficiency perovskite cells as the top cell and crystalline silicon cells as the bottom cell. Project investigators are creating a novel top cell system that is compatible to the bottom high-efficiency crystalline silicon solar cell. The original design will boost the power conversion efficiency of silicon solar cells with minimal cost increases."
"High Efficiency, Inexpensive Thin Film III-V Photovoltaics Using Single-Crystalline-Like, Flexible Substrates",University of Houston,DE-EE0006711,Photovoltaics,node/790881,Funding Opportunity,Next Generation Photovoltaic Technologies 3,NextGen 3,Inactive,9/30/2014,10/31/2018,"$1,499,994 ","$375,000 ",Houston,TX,78701,node/973816,30.272921,-97.744386,Venkat Selvamanickam,This project is working to achieve a drastic reduction in the cost of III-V solar cells through a combination of high efficiency and low manufacturing costs. Researchers are depositing III-V thin films on flexible metal substrates that have been textured via ion beam assisted deposition using roll-to-roll processing.
High Performance Perovskite-Based Solar Cells,Duke University,DE-EE0006712,Photovoltaics,node/790881,Funding Opportunity,Next Generation Photovoltaic Technologies 3,NextGen 3,Inactive,9/30/2014,9/29/2019,"$1,300,002 ","$229,769 ",Duraham,NC,27708,node/973816,35.994033,-78.898619,David Mitzi,"This project supports the development of lead-halide-based perovskites in order to make these devices more suitable for commercialization. Researchers are optimizing the device efficiency at the cell level in order for the promise of an ultra-low-cost technology to be realized, pursuing a lead replacement, and improving the stability of the materials and devices towards moisture, air, and temperature."
"Optimized, Low-Cost, Higher Than 30 Percent Efficient Indium Gallium Arsenide Phosphide and Silicon Tandem Solar Cells",National Renewable Energy Laboratory,Lab28395,Photovoltaics,node/790881,Funding Opportunity,Next Generation Photovoltaic Technologies 3,NextGen 3,Inactive,10/1/2014,3/31/2018,"$1,500,000 ","$166,667 ",Golden,CO,80401,node/973816,39.755543,-105.2211,Aaron Ptak,"This project is developing indium gallium arsenide phosphide and silicon tandem photovoltaic technology that leverages extremely high efficiency devices and low-cost, high-throughput methods to meet and exceed cost targets. Researchers are conducting controlled liftoff of III-V devices grown on germanium substrates with attention toward device quality, substrate reuse, and manufacturability, while also developing a low-cost, high-throughput growth of highly efficient III-V solar cells with the optimal bandgap, which will achieve the maximum efficiency from a two-junction structure. In addition, this project is attempting a proof-of-concept integration to illustrate that the technology is capable of achieving a conversion efficiency of more than 30 percent."
Perovskite Solar Cells for High-Efficiency Tandems,Stanford University,DE-EE0006707,Photovoltaics,node/790881,Funding Opportunity,Next Generation Photovoltaic Technologies 3,NextGen 3,Inactive,9/30/2014,10/31/2017,"$1,484,623 ","$398,427.00",Stanford,CA,94305-1000,node/973816,37.413576,-122.168928,Michael McGehee,"The goal of this project is to develop materials, device structures, processes, and metrology necessary to design and implement cost effective photovoltaic (PV) modules in large volume production. This will be achieved by support of industry-relevant research at the Leland Stanford Junior University (Stanford), University of California, Berkeley (U. C. Berkeley), Lawrence Berkeley National Laboratory, the National Renewable Energy Laboratory, the SLAC National Accelerator Laboratory, and other universities throughout the nation. Six initial technology thrusts target area manufacturing cost and device performance characteristics compatible with production at $0.50/W as needed for system level grid parity."
Rapid Development of Hybrid Perovskites and Novel Tandem Architectures,University of Washington,DE-EE0006710,Photovoltaics,node/790881,Funding Opportunity,Next Generation Photovoltaic Technologies 3,NextGen 3,Inactive,9/30/2014,10/31/2018,"$1,500,000 ","$166,667 ",Seattle,WA,98195-1750,node/973816,47.650888,-122.308402,Hugh Hillhouse,"This project is developing high-bandgap hybrid perovskite materials and a novel two-terminal monolithic tandem device architecture that are capable of reaching power conversion efficiencies of higher than 25 percent. Researchers are rapidly discovering compositions and processing conditions that yield high-optoelectronic-quality hybrid perovskite films with the ideal bandgap to pair with record efficiency copper indium gallium selenide and copper zinc tin sulfide selenide absorbers. In addition, the team is engineering stable and efficient electron transport materials, hole transport materials, and interfaces to achieve better band alignment and passive interfaces for the hybrid perovskite top cell, as well as developing alternative structures and recombination layers to facilitate the fabrication of a tandem structure."
