Project_Title,Awardees,CID,SUBPROGRAM,SUBPROGRAM_NODE,Award_Type,FOA_NAME,FOA_Acronym,Status,Award_Start_Date,Award_End_Date,Total_Government_Share,Cost_Share,City,State,Zip_Code,Node,Latitude,Longitude,Principal_Investigator,Project_Description
Photovoltaic Analysis and Response Support Platform for Solar Situational Awareness and Resiliency Services,North Carolina State University Clean Energy Technology Center,DE-EE0008770,Systems Integration,node/791071,Funding Opportunity,Advanced Systems Integration for Solar Technologies,ASSIST,Active,11/1/2019,10/31/2022,"$2,271,130 ","$796,388.00 ",Raleigh,NC,27695-7514,node/4320702,35.77959,-78.638179,Ning Lu,"North Carolina State University will design a modeling tool to determine the optimal response of renewables on transmission and distribution systems, as well as behind-the-meter response for small-scale solar energy systems. With real-time sensor readings and a cost-benefit analysis, this tool can be used for grid planning and to help restore power during an outage."
Modeling and Control of Solar Photovoltaics for Large Grid Disturbances and Weak Grids,University of South Florida,DE-EE0008771,Systems Integration,node/791071,Funding Opportunity,Advanced Systems Integration for Solar Technologies,ASSIST,Active,8/1/2019,7/31/2022,"$898,060.00 ","$299,516.00 ",Tampa,FL,33620-9951,node/4320724,28.05457,-82.41168,Lingling Fan,The University of South Florida will design dynamic models of utility-scale solar plants and their interactions on grids with large penetrations of generation through distributed energy resources like solar-plus-storage systems and wind power. These models will be used to construct a coordination strategy and a stability enhancement module for photovoltaic and storage systems so they can respond to rapidly changing grid conditions. 
"Protection and Restoration Solutions to Reliable and Resilient Integration of Grid-connected Photovoltaics Installations and Distributed Energy Resources: Design, Testbed, Proof of Work and Impact Studies",University of Oklahoma,DE-EE0008772,Systems Integration,node/791071,Funding Opportunity,Advanced Systems Integration for Solar Technologies,ASSIST,Active,8/1/2019,8/31/2023,"$4,298,146.00 ","$1,923,389.00 ",Norman,OK,73019-0390,node/4320713,35.20301,-97.4413,John N. Jiang,The University of Oklahoma will build an intelligent sensor network that communicates with the distribution system. The network will autonomously detect and isolate problems while using solar energy to help restore power to the distribution grid after an outage. 
"Enhancing Grid Reliability and Resilience through Novel Distibuted Energy Resources Control, Total Situational Awareness and Integrated Distribution-Transmission Representation",Arizona State University,DE-EE0008773,Systems Integration,node/791071,Funding Opportunity,Advanced Systems Integration for Solar Technologies,ASSIST,Active,8/1/2019,7/31/2022,"$3,002,085.00 ","$891,592.00 ",Tempe ,AZ,85281-3673,node/4320603,33.43,-111.93,Raja Ayyanar,"Arizona State University will build enhanced grid models by integrating transmission and distribution analyses. Using sensors and communications equipment, this tool can enable coordinated distributed resource responses, which can help increase the amount of renewable power operating in the distribution system."
Optimal Reconfiguration and Resilient Control Framework for Real-Time Photovoltaic Dispatch to Manage Critical Infrastructure,"University of North Carolina, Charlotte",DE-EE0008774,Systems Integration,node/791071,Funding Opportunity,Advanced Systems Integration for Solar Technologies,ASSIST,Active,11/1/2019,10/31/2022,"$2,599,984 ","$925,012.00 ",Charlotte,NC,28223,node/4320702,35.3019,-80.7302,Sukumar Kamalaasdan,"The University of North Carolina at Charlotte will devise a grid management tool that detects cyber and physical threats and can form dynamic clusters to optimally manage photovoltaics and energy storage to improve grid resiliency and support critical infrastructure. This tool will have two-level control with reconfigurable grid networks, which allow operators to isolate damaged sections while still powering the rest of the grid."
SolarSTARTS: Solar-Assisted State-Aware and ResilienT infrastructure System,University of Utah,DE-EE0008775,Systems Integration,node/791071,Funding Opportunity,Advanced Systems Integration for Solar Technologies,ASSIST,Active,1/1/2020,6/30/2023,"$2,730,321 ","$3,824,200.00 ",Salt Lake City,UT,84101-1000,node/4320691,40.75959,-111.88815,Masood Parvania,"The University of Utah will invent an automated resilience management system that will use distributed solar photovoltaics, distributed energy resources, sensors, and distribution monitoring and switching equipment to improve the resilience of critical infrastructure and emergency centers. The system will include a cyber detection and outage management tool. PacificCorp is partnering with the university in order to validate the system."
Solar Critical Infrastructure Energization System (SOLACE),Electric Power Research Institute,DE-EE0008776,Systems Integration,node/791071,Funding Opportunity,Advanced Systems Integration for Solar Technologies,ASSIST,Active,12/1/2019,11/30/2022,"$5,592,341 ","$2,702,539.00 ",Knoxville,TN,37932-3723,node/4320636,35.943356,-83.938699,Brian Seal,"EPRI will develop a pre-planning analysis technique, using new communications standards and advanced inverters, to determine how to methodically supply power to critical infrastructure with any resource available on the grid. To validate this technique, EPRI will work with several partners, including Austin Energy and Pecan Street."
"Toward Low-Cost, Efficient and Stable Perovskite Thin-Film Modules",University of Toledo,DE-EE0008970,Photovoltaics,node/790881,Funding Opportunity,Solar Energy Technologies Office Fiscal Year 2019 (SETO FY2019),SETO FY2019,Active,4/1/2020,3/31/2023,"$2,899,926 ","$1,167,678.00 ",Toledo,OH,43606,node/4310031,41.6705,-83.6093,Yanfa Yan,"This project will develop high-efficiency perovskite mini modules and investigate deposition techniques that can be scaled up for high-speed manufacturing. The team will work with First Solar, which has world-leading expertise in industrial thin-film photovoltaic (PV) manufacturing, degradation testing, and predictive lifetime modeling. To test reliability, the team will develop accelerated stress-testing methods that can detect what degrades perovskite modules outdoors."
Development of a Low-Cost Single Crystal Silicon Substrate Process for >23% Solar Cells,Leading Edge Crystal Technologies,DE-EE0008971,Photovoltaics,node/790881,Funding Opportunity,Solar Energy Technologies Office Fiscal Year 2019 (SETO FY2019),SETO FY2019,Active,4/1/2020,3/31/2023,"$2,500,000 ","$1,299,999.00 ",Somerville,MA,02143-4109,node/4310031,42.380876,-71.100288,Alison Greenlee,"This project will improve Leading Edge's floating-silicon method for producing high-quality single crystalline wafers, as opposed to the conventional process of using wire saws to slice the wafers off a block of silicon called an ingot. Sawing creates silicon shavings that wastes material, whereas this technology produces continuous thin silicon ribbons in a solution. The goal of this work is to remove any contaminating oxygen impurities in the silicon while it changes from liquid to solid, through increased understanding and better-engineered floating silicon furnaces."
"High Speed, Roll-to-Roll Production of Durable, Low-Cost, Bifacial Perovskite Photovoltaic Modules",Energy Materials Corporation,DE-EE0008972,Photovoltaics,node/790881,Funding Opportunity,Solar Energy Technologies Office (SETO FY2019) Funding Opportunity Announcement (FOA),SETO FY2019,Active,6/1/2020,5/31/2023,"$3,250,000.00 ","$1,000,000.00 ",Rochester,NY,14650,node/4310031,42.36324,-71.05377,Thomas Tombs,"Energy Materials Corporation (EMC) is developing low-cost, high-efficiency, high-stability, bifacial, thin-film solar modules using roll-to-roll printers at the former Kodak manufacturing facility. EMC and partners will create new methods to deposit layers of material to make the cell, develop a high-speed process using intense pulsed light to fuse the layers, resolve causes of degradation, and produce prototypes. The high-speed manufacturing process could eventually result in gigawatt-scale production."
